date,adjclose,open,high,low,close,volume,symbol
1609459200,0.0,0.0,0.0,0.0,0.0,0,15
1609545600,0.0,0.0,0.0,0.0,0.0,0,15
1609632000,0.0,0.0,0.0,0.0,0.0,0,15
1609718400,0.0,0.0,0.0,0.0,0.0,0,15
1609804800,0.0,0.0,0.0,0.0,0.0,0,15
1609891200,0.0,0.0,0.0,0.0,0.0,0,15
1609977600,0.0,0.0,0.0,0.0,0.0,0,15
1610064000,0.0,0.0,0.0,0.0,0.0,0,15
1610150400,0.0,0.0,0.0,0.0,0.0,0,15
1610236800,0.0,0.0,0.0,0.0,0.0,0,15
1610323200,0.0,0.0,0.0,0.0,0.0,0,15
1610409600,0.0,0.0,0.0,0.0,0.0,0,15
1610496000,0.0,0.0,0.0,0.0,0.0,0,15
1610582400,0.0,0.0,0.0,0.0,0.0,0,15
1610668800,0.0,0.0,0.0,0.0,0.0,0,15
1610755200,0.0,0.0,0.0,0.0,0.0,0,15
1610841600,0.0,0.0,0.0,0.0,0.0,0,15
1610928000,0.0,0.0,0.0,0.0,0.0,0,15
1611014400,0.0,0.0,0.0,0.0,0.0,0,15
1611100800,0.0,0.0,0.0,0.0,0.0,0,15
1611187200,0.0,0.0,0.0,0.0,0.0,0,15
1611273600,0.0,0.0,0.0,0.0,0.0,0,15
1611360000,0.0,0.0,0.0,0.0,0.0,0,15
1611446400,0.0,0.0,0.0,0.0,0.0,0,15
1611532800,0.0,0.0,0.0,0.0,0.0,0,15
1611619200,0.0,0.0,0.0,0.0,0.0,0,15
1611705600,0.0,0.0,0.0,0.0,0.0,0,15
1611792000,0.0,0.0,0.0,0.0,0.0,0,15
1611878400,0.0,0.0,0.0,0.0,0.0,0,15
1611964800,0.0,0.0,0.0,0.0,0.0,0,15
1612051200,0.0,0.0,0.0,0.0,0.0,0,15
