date,adjclose,open,high,low,close,volume
1609459200,730.3675537109375,737.7083740234375,749.2018432617188,719.792236328125,730.3675537109375,13652004358
1609545600,774.5349731445312,730.4026489257812,786.7984619140625,718.1094970703125,774.5349731445312,19740771179
1609632000,975.5076904296875,774.5118408203125,1006.5650024414062,771.5616455078125,975.5076904296875,45200463368
1609718400,1040.2330322265625,977.058837890625,1153.189208984375,912.3053588867188,1040.2330322265625,56945985763
1609804800,1100.006103515625,1041.498779296875,1129.3714599609375,986.811279296875,1100.006103515625,41535932781
1609891200,1207.1121826171875,1101.0050048828125,1209.4285888671875,1064.2333984375,1207.1121826171875,44699914188
1609977600,1225.6781005859375,1208.078369140625,1282.57958984375,1167.443115234375,1225.6781005859375,40468027280
1610064000,1224.1971435546875,1225.9678955078125,1273.8275146484375,1076.08154296875,1224.1971435546875,44334826666
1610150400,1281.0772705078125,1223.740478515625,1303.871826171875,1182.2703857421875,1281.0772705078125,33233105361
1610236800,1262.2467041015625,1280.87109375,1347.9261474609375,1194.715576171875,1262.2467041015625,40616938053
1610323200,1090.1453857421875,1261.6229248046875,1261.6229248046875,924.922607421875,1090.1453857421875,60733630300
1610409600,1043.4345703125,1088.5267333984375,1149.240234375,1012.76416015625,1043.4345703125,37494601692
1610496000,1130.7393798828125,1043.740966796875,1134.3385009765625,994.549072265625,1130.7393798828125,30109792795
1610582400,1218.4530029296875,1130.231201171875,1244.1630859375,1093.060791015625,1218.4530029296875,33410915929
1610668800,1171.8345947265625,1221.877197265625,1250.505859375,1090.7210693359375,1171.8345947265625,35972039310
1610755200,1233.53759765625,1171.443115234375,1290.0535888671875,1157.623779296875,1233.53759765625,32319240157
1610841600,1230.1722412109375,1233.453369140625,1265.6446533203125,1174.3885498046875,1230.1722412109375,29258032819
1610928000,1257.279541015625,1230.313232421875,1259.4500732421875,1187.31103515625,1257.279541015625,25817455560
1611014400,1377.2958984375,1257.4345703125,1432.300048828125,1254.52294921875,1377.2958984375,47195935190
1611100800,1382.2740478515625,1375.2484130859375,1405.744140625,1243.2999267578125,1382.2740478515625,46784030909
1611187200,1121.5709228515625,1382.6844482421875,1382.6844482421875,1098.4761962890625,1121.5709228515625,45932464754
1611273600,1236.51220703125,1118.8890380859375,1271.6876220703125,1046.5965576171875,1236.51220703125,43918338506
1611360000,1230.9906005859375,1235.2679443359375,1272.151123046875,1200.893310546875,1230.9906005859375,27253895441
1611446400,1391.609375,1231.2105712890625,1395.111328125,1225.2740478515625,1391.609375,36418163554
1611532800,1324.414794921875,1390.639892578125,1467.784912109375,1304.9739990234375,1324.414794921875,43565777745
1611619200,1357.05810546875,1323.74169921875,1376.0850830078125,1253.34033203125,1357.05810546875,41572917750
1611705600,1253.1871337890625,1358.3333740234375,1368.0740966796875,1215.311279296875,1253.1871337890625,39394416990
1611792000,1298.101806640625,1251.27978515625,1321.613037109375,1226.1739501953125,1298.101806640625,39790481941
1611878400,1382.5228271484375,1369.0867919921875,1428.981201171875,1292.2401123046875,1382.5228271484375,53611955259
1611964800,1376.115478515625,1382.23193359375,1402.3997802734375,1328.529052734375,1376.115478515625,30616574234
1612051200,1314.9862060546875,1376.8236083984375,1378.916015625,1288.5015869140625,1314.9862060546875,25198853581
